type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
single,在天翼云中可以使用安全组和ACL来提高虚拟私有云的安全性，以提高企业云安全。下列说法中正确的是()。,D,,1,安全组是在子网级别提作的，属于第二防御层,安全组是无状态的，返回的数据必须被规则明确允许,安全组会自动关联到子网内所有弹性云主机实例,安全组支持允许规则和拒绝规则,
single,天翼云中，在伸缩程据容时，会根据策略决定移除哪台主机;当移出策略选择“较晚创建的实例”的时候，下列会被最先移出伸缩组的是()。,B,,1,最早自动增加的机器,最后自动增加的机器,最后创建的配置增加的机器,最早手动增加的机器,
single,业务的连续性和可靠性成为云上和云下环境共同考虑的重要参考标准，一个业务连续性高的系统中，PRO和RRO应该具备的特点是（）,B,,1,RPO较高，RTO较低,RPO和RTO都较低,RPO较低，RTO较高,RPO和RTO都较高,
single,备份可以在IT系统中保护数据的安全，在备份过程中可以选择不同的备份方式，下列备份方式中备份数据量最大恢复最慢的是（）,A,,1,全量备份,差异备份,增量备份,完全备份,
single,在天翼云中可以为用户提供云硬盘进行数据存储，云硬盘所属的存储类型是（）,C,,1,文件存储,对象存储,块存储,离线存储,
single,天翼云中CDN为用户提供多种加速产品以供用户进行选择使用，下面不属于天翼云CDN提供的加速产品与服务的是（）,D,,1,静态加速,视频直播加速,下载加速,图片加速,
single,备份点平时不启动（甚至可以在主节点首次故障时才进行部署），当主机点故障时，需要先恢复备份点的数据，在启动备份组件，这种备份方式被成为（）,B,,1,热备,冷备,温备,半热备,
single,在天翼云中，虚拟私有云可以划分不同子网，下列关于子网的子网掩码说法不正确的是（）,C,,1,将IP地址划分为网络和主机两部分,允许掩码为/28,允许掩码为/6,天翼云保留每个子网中前两个和最后一个IP地址,
single,在IT架构中，备份可以有效提高数据的安全性，防止因为意外而导致的数据丢失。备份有多种不同的备份方式，一般在首次备份的时候采用的备份方式是（）,D,,1,差异备份,副本备份,增量备份,全量备份,
single,在天翼云中，弹性负载均衡通过将访问流量自动分发到多台云主机，扩展应用系统对外的服务能力，解决大量并发访问服务器的问题，实现更高水平的应用程序容错性能，下列关于弹性负载均衡说法不正确的是（）,B,,1,支持流量分配算法,不支持跨可用区容灾,支持四层和七层负载均衡,支持节点的健康检查,
single,在云审计的功能中，审计日志转储时会按照服务维度压缩审计日志为什么文件？,C,,1,日志文件,告警文件,事件文件,数据库文件,
single,耦合性是一种软件度量，指程序中模块与模块之间信息或者参数的依赖症，下列关于耦合性说法不正确的是（）,A,,1,紧耦合降低变更成本,高内聚低耦合一直以来都是软件的基本设计原则,耦合性可以提供给用户访问的服务，系统与系统之间信息、接口、访问地址等的依赖度,当业务发生变化时，重新调整系统的难度越高，进行变革的成本就越大,
single,性能优化可以在不增加成本的情况下，进行架构的升级或者优化，以更好的发挥当前系统的性能。下列措施中不属于云上高性能架构优化产品的是（）,B,,1,消息队列,服务器安全卫士,负载均衡,分布式缓存,
single,不同的天翼云虚拟私有云默认是不能互通的，实现不同虚拟私有云内资源的互通，可以使用的天翼云产品是（）,C,,1,弹性公网IP,NAT网关,专线网关,VPN连接,
single,下列关于架构和框架的描述，错误的是?,D,,1,框架是具有基础功能的软件产品,架构是一个系统的正式描述,框架是组件规范,框架体现在系统组件与组件之间及组件与环境之间的相互关系，以及对系统设计和演进进行治理的原则中,"架构是指导系统实施的组件层级详细过程 组件结构、组件之间相互关系，以及对这些组件的设计和随时间演进的治理原则和指南"""
single,传统弹性架构解决方案遇到的问题不包括什么？,B,,1,学习成本高,安全性能差,脚本稳定性不高,自动化程度不高,配置管理操作复杂
single,管理员可以通过添加数据盘的方式，为天翼云弹性云主机增加存储空间。如果增加的数据盘空间超过2T，那么在弹性云主机中需要使用的分区格式是（）。,B,,1,EXT,GPT,MBR,FAT,
single,在天翼云中，选择弹性负载均衡可以提高服务的可用性。在配置弹性负载均衡的过程中，设置负载均衡监听器时不能选择的转发规则是（）。,A,,1,目的地址,源地址,轮询,最小连接数,
single,在传统弹性架构解决方案中，下面什么层次为运维自动化的核心？,C,,1,应用层,资源层,逻辑层,展示层,
single,天翼云中用户搭建了Web应用，由于客户访问数据的地理位置和数据所在机房距离远，数据传输影响访问体验，可以选择的天翼云服务是（）。,D,,1,DDOS高防IP,WAF,NAT网关,CDN,
single,用户已经具有大规模应用，其核心问题不再是担心基础设施部署速度无法满足业务增长，更多的是从稳定性、可靠性等寻求从单中心向多中心化发展，通过消灭单点，解决单数据中心故障带来的业务风险。建议用户采用天翼云上两地三中心容灾部署，下列不属于这种部署方式特点的是()。,C,,1,跨可用区部署,跨区域高速互联,用户分区域就近接入,跨区域部署,
single,天翼云为用户提供高质量的云服务，其中高安全性是天翼云的一大特色。从高安全架构出发，以下关于应用安全包括的几个方面，说法不正确的是()。,B,,1,从培训和制定组织范围的标准到实际编写和测试代码,将代码从孤立的开发环境转移到生产中的安全和测试活动,保护和维护生产应用程序，包括外部防御,安全防范，提前做好入侵检测，杜绝DDoS攻击,
single,传统软件开发已经从封闭走向了开放。云计算使得大量的开发团队能涉共享很多优秀代码和架构，不需要重复地造轮子，编写代码的工作量大大减少，云计算会对软件开发商带来的影响是,D,,1,规模增大,需求增加,需求的变化，产目的转变,软件交付方式,
single,天翼云中弹性云主机分布在多个位置，这些位置由区域和可用区构成，每个区域都是一个独立的物理区域。下列关于区域特性的说法，不正确的是()。,B,,1,区域覆盖范围广泛，并逐渐增加,为了实现资源共享，不同区域是不隔离的,不同区域之间无法实现内网互通,客户访问总是选择最近区域，降低访问延迟,
single,在天翼云中提供了多个区域和可用区方便用户选择资源，关于多区域多可用区部署的描述中，下列说法正确的是( )。,A,,1,多可用区可以实现数据容灾,多可用区可以实现异地灾备,多区域可以实现高可用,多区域可以实现同城容灾,
single,在天翼云中，可以使用NAT网关为云内资源提供互联网接入服务。在一个VPC中可以绑定NAT网关的数量是（）。,A,,1,1,2,3,不限,
single,天翼云为用户提供了丰富的产品以满足用户使用场景，其中弹性云主机可以为用户提供计算类资源，所属的云计算服务模式是（）。,A,,1,IaaS,PaaS,SaaS,DaaS,
single,云上云下环境对于业务的安全性都有非常高的要求，天翼云整体安全架构由多方面共同构成，下面不属于安全架构构成部分的是（）。,C,,1,网络安全,主机安全,备份安全,数据安全,
multiple,天翼云弹性伸缩AS可以根据伸缩规则来创建或删除弹性云主机。在设置实例移除策略，可以选择的方案是,"A,B,C,D",,1,根据较早创建的配置较早创建的实例,较早创建的实例,较晚创建的实例,根据较早创建的配置较晚创建的实例,
multiple,消息队列可用于应对传统架构面临的各种问题，以下属于消息队列可以解决的问题是(),"A,B,C",,1,系统耦合性,扩展难度大,系统效率低,处理性能低,
multiple,分布式消息服务DMS是一项售于高可用分布式集群技术的消息中间件服务，提供了可靠且可扩展的托管消息队列，用于收发消息和存储消息，下列属于天翼云分布式消息服务的产品是()。,"A,D",,1,RabbitMQ,Pulsar,CMQ,Kafka,
multiple,在天翼云中提供了丰富的弹性云主机实例规格以满足多种应用场景的需求，下列场景和实例规格匹配正确的有()。,"C,D",,1,高性能数据库->内存优化型,深度学习->超高I/O型,高性能渲染>GPU加速型,游戏服务器->高计算型,
multiple,在天翼云中安全需要由天翼云服务商和云租户安全责任共担，下列属于云租户安全责任的是()。,"A,B,D",,1,虚拟机内应用安全,主机日志分析,虚拟化层的安全加固,主机补丁管理,
multiple,下列关于天翼云弹性架构设计中数据层的弹性设计的描述，正确的是?,"A,B,C",,1,数据层的弹性设计需要从结构化数据和非结构化数据来进行考虑,结构化数据主要从数据库层面来考虑,结构化数据可以从数据库RDS 分布式关系型数据库、分布式缓存进行选择设计,结构化数据主要从云硬盘、对象存储来进行考虑设计选型,
multiple,天翼云提供了丰富的产品供用户开通使用，其中云服务器产品的优势主要体现在()。,"A,B,C,D",,1,可用性强,安全性强,可扩展性强,稳定性强,
multiple,天翼云对象存储可以为用户提供海量、安全，低成本的存储服务。管理员可以限制用户对对象存储中数据的访问。可以为容器Bucket设置的权限是()。,"B,C,D",,1,共享读,私有,只读,公有,
multiple,高性能计算HPC是天翼云中为性能需求特别大的客户提供的提供高效、可靠、快速运行的计算平台，在HPC解决方案中重点产品主要包括()。,"A,B,C,D",,1,物理机,云安全,云监控,GPU云主机,
multiple,"Web应用防火墙WAF是天翼云中一款专业为网站提供安全防护，通过多维度防御策略提高Web服务器安全性的服务,下列属于WAF可以防御的攻击类型是()。","A,B,C,D",,1,XSS跨站攻击小,恶意爬虫,SQL注入,敏感文件访问,
multiple,云硬盘在天翼云弹性云主机中存放系统中各种数据，下列关于云硬盘扩容的说法，正确的是()。,"B,C",,1,云硬盘，需要弹性云主机关机后才能扩容,在天翼云中某些特定节点可以扩容原有磁盘空间,支持新增云硬盘并挂载实现扩容,共享云硬盘不支持扩容操作,
multiple,服务器迁移工具是天翼云为上云用户量身打造的零停机的无缝在线迁移工具。无需中断生产业务，服务器迁移工具的优势主要包括(),"A,B,C,D",,1,经济高效,无缝迁移,兼容性好,操作简单,
multiple,在天翼云中，弹性负载均衡可以开启会话保持功能，尽可能让客户访问同一台服务器。下列关于弹性负载均衡会话保持功能说法中，正确的是()。,"B,C",,1,7层服务可以提供基于Cookie和IP地址的会话保持,7层服务可以基于Cookie进行会话保持,4层服务可以基于IP进行会话保持,会话保持用户不能自行关闭,
multiple,下列关于天翼云基础设施层高可用架构设计的描述，错误的是?,"B,C",,1,天翼云云基础设施围绕区域(Regin)和可用区(AZ)构建,天翼云云基础设施的每个可用区完全隔离，同一个地域内的可用区之间也是完全隔离的,基于天属云产品搭建的高可用架构无法支持多区域多可用区使用,天翼云云基础设施的每个地域完全独立,
multiple,IT架构是指导IT投资和设计决策的IT框架，是建立企业信息系统的综合蓝图，传统的IT架构通常划分的部分主要包括,"A,C,D",,1,数据架构,虚拟架构,技术架构,应用架构,
multiple,用户在天翼云中创建虚拟私有云VPC的网段为172.16.0.0/12，在该VPC下创建交换机的时候可以使用的私有网段是(),"A,B",,1,172.16.0.0/16,172.30.0.0/24,172.32.0.0/16,172.15.0.0/16,
multiple,在数据层高性能设计环节，主要是什么的产品设计?,"A,D",,1,数据库,网络,安全,存储,
multiple,天翼云大量的资源需要使用到虚拟私有云，下面关于虚拟私有云的说法中，正确的是()。,"A,B,D",,1,安全组是一个逻辑上的划分,当虚拟机加入该安全组后，即受到这些访问规则的保护,虚拟私有云中子网创建成功后可以在后续使用中修改网段信息,一个VPC内的子网可以进行通信,
multiple,下列对高性能架构衡量指标的描述，错误的是？,"A,C",,1,并发数指单位时间内系统处理的请求数量，体现系统的整体处理能力,性能计算器是描述服务器或者操作系统性能的一些书记指标,吞吐量指系统能够同时处理请求的数目，这个数字直接反映了系统的负载特性,响应时间包括从发出请求开始到收到最后相应数据所需要的时间，它直观的反映了系统的“快慢”,
multiple,弹性云主机可以为用户提供安全可靠的弹性计算服务，下列可供选择的天翼云弹性云主机类型有()。,"A,B,D",,1,通用型,高计算型,高存储型,GPU加速型,
multiple,管理员在天翼云弹性云主机中自建了一台MySQL数据库，使用Mysqldump命令进行MySQL数据库的导入和导出，关于该命令下阿说法中正确的是()。,"A,B,D",,1,可将据库中的数据备份成一个文本文件,表中的数据将存储在文本文件中,也可以备份Oracle数据库的数据,表的结构将存储在文本文件中,
multiple,在高性能架构中，需要保证多层次多方面的高性能。存储高性能主要解决存储层读写性能低的问题，下列属于存储高性能的实现方式是()。,"A,C,D",,1,读写分离,异地容灾,添加缓存,数据分片,
multiple,在天翼云中一台弹性云主机上安装了数据库和服务（服务程序和数据库在同一台机器上），那么服务器程序与数据库就是耦合的。下列关于这种结构可能存在的问题和解决办法描述正确的是()。,"A,B,C,D",,1,效率低,“烟囱式”结构,易形成资源孤岛,难扩展,
multiple,在天翼云中，弹性云主机Window/Linux实例登录的方式有很多，下列属于Windows实例登录方法的是,"A,C",,1,VNC方式登录,密钥方式登录,MSTSC密码方式录,SSH方式登录,
multiple,备份可以有效果地保护数据不丢失或者较少的丢失，是企业中数据保护的重要工具，从不同的角度可以分为多种不同的类型，根据备份的时间及读写可用性可以将备份分为()。,"A,B,D",,1,温备,热备,半热备,冷备,
multiple,上云迁移是一个非常复杂的过程，在实施上云迁移前，需要做好大量的准备工作才能进行上云的实施，在实施上云迁移的时候，一般的迁移流程包括的步骤有()。,"A,B,D",,1,评估分析,验证实施,渗透测试,规划分析,
multiple,在高可用架构传统解决方案中，高可用架构主要包含下列哪些？,"A,D",,1,计算高可用,安全高可用,网络高可用,存储高可用,
multiple,天翼云关系型数据库RDS具有完善的性能监控和多重安全防护施，并提供了专业的数据库管理平台，让用户在云中轻松进行设置。其中RDS的可用性主要集中在（）。,"A,B,D",,1,双机热备,数据恢复,数据容灾,数据备份,
multiple,低耦合的系统具备哪些优势？,"A,C,D",,1,更容易扩展,更加安全,让开发过程维护变得轻松和容易管理,更容易复用,
multiple,在天翼云中云监控服务面向云主机、云硬盘、RDS等产品提供监控服务 以方便管理员了解天翼云资源使用情况。下 列属于天翼云云监控提供的功能是()。,"B,C,D",,1,调优建议,历史信息查询,指标监控,自动告警,
multiple,云计算架构主要指的是云计算所需的组件和子组件，设计企业的云计算架构是云计算架构师的主要工作内容，云计算架构需要交付的内容主要包括(),"A,B,C,D",,1,基于云计算的解决方案,网络,前端,后端,
multiple,为了提高服务的可用性，提升客户体验，高性能实构在企业中开始流行起来。想衡量量一个高性能架构优劣，主要参考衡量指标是(),"A,B,C,D",,1,性能计算器,并发量,响应时间,吞吐量,
multiple,天翼云云监控服务是面向云主机、云硬盘、RDS等产品提供监控服务，实现性能指标监控、自动告警、历史信息等功能的描述中，下列关于云监控服务描述中正确的是()。,"A,B",,1,一旦发生异常会立刻给管理员发送报警通知,云监控提共丰富的图表展现样式,云控需要管理员手动开通,弹在云主机需要安装Agent才能实现基础云监控功能,
multiple,在云架构设计原则中，下列对高性能原则保证方式的描述，正确的是?,"A,B,C,E",,1,使用CDN，将网站静态内容分发至离用户最近的网络服务机房，使用户通过最短访问路径获取数据,使用NOSQL数据库通过优化数据模型,在浏览器端，可以通过浏览器缓存、使用页面压缩、合理布局页面等手段改善性能,在网站出现用户高并发的情况下，可以使用服务器本地缓存，通过缓存在内存中的热点数据处理用户请求，加快请求响应速度,在代码层面，可以通过使用多线程，改善内存管理等手段优化性能
multiple,云原生是一种构建和运行应用程序的方法，是一套技术体系和方法论，云原生架构的典型技术特征有（）,"A,B,C,D",,1,使用最佳语言和框架开发,通过API进行交互写作,采用轻量级的容器,设计为松散耦合的微服务,
multiple,计算高可用架构可以分为下列哪些?,"A,B,C,D",,1,非对称集群,对称集群,主备,主从,
multiple,云监控可以让用户了解天翼云产品使用信息，在监控中内部组件可能包含的模块有()。,"A,B,C,D",,1,告警处理模块,消息队列模块,console模块,API模块,
multiple,天翼云分布式缓存数据库-DCS提供单机和主备两种缓存实例类型，它的可用性主要体现在?,"A,C",,1,数据持久化,数据恢复,双机热备,数据备份,
multiple,用户在天翼云中创建了Linux操作系统的弹性云主机，该弹性云主机默认支持的认证登录方式是,"B,C,D",,1,Rdesktop方式登录,VNC方式登录,SSH密钥认证,SSH密码认证,
multiple,天翼云云监控可以在天翼云平台中针对多种资源，监控不同的内容，方便用户管理和查询，下列属于云监控针对弹性云主机提供的监控指标是()。,"A,B,C,D",,1,磁盘使用率,磁盘写速率,CPU使用率,内存使用率,
multiple,为了提高业务的可用性和可靠性，需要多方面多层次进行数据和业务的保护，在容灾设计中，弹性负载均衡ELB的灾备设计主要包括()。,"A,B,C",,1,健康检查,多可用区部署,集群部署,跨地域部署,
multiple,天翼云弹性云主机灵活地选择所需的内存、CPU、带宽等配置，打造可靠、安全、灵活、高效的应用环境，弹性云主机具有多层次安全防护，下面属于安全防护层次的是（）,"B,C,D",,1,租户内部应用配置安全,云平台和租户网络之间的安全,云平台的互联网出口安全,租户网络的互联网出口安全,
multiple,按需付费是天翼云中优化和降低成本的方式之一，下列场景中建议使用按需付费方式的是(),"C,D",,1,需要长期使用云资源，追求低成本,具有较稳定的业务场景,业务发展有较大波动性，且无法进行准确预测,资源使用有临时性和突发性,
multiple,天翼云HPC解决方案的主要应用场景包括下面哪些?,"A,B,C,D",,1,数据密集型高性能计算,紧耦合高性能计算,图形CAD工作站,松耦合高性能计算,
multiple,云计算服务与自建IDC相比，具有很大的便利性。下面关于云计算的便利性说法中，正确的是,"A,B,C,D",,1,提高可靠性,提高效率,按需购买,降低成本,
multiple,天翼云数据库复制服务中的实时迁移支持下列哪些网络迁移方式?,"A,B,C,D",,1,专线网络,VPN网络,公网网络,VPC网络,
multiple,一个典型的3层Web应用系统主要包括Web层、应用层和数据层，下列关于这种基础架构设计的说法中，正确的是,"A,B,C,D",,1,使用天翼云RDS关系型数据库作为数据层,数据逻辑备份可以存放于对象存储产品中,使用弹性负载均衡和多台弹性云主机提供系统可用性和可伸缩性,使用弹性公网IP(EIP)接入Intemel,
multiple,天翼云服务器迁移工具支持下面哪些的迁移?,"B,C,D",,1,对象存储,裸磁盘,系统盘,数据盘,
multiple,云计算架构在目前IT环境中使用越来越广泛，在企业环境下部署的优势主要有（ ）。,"B,C,D",,1,降低使用成本的同时降低了效率,节约运营成本,减少宕机,快速灵活部署IT资源,
multiple,CDN可以为用户提供访问加速提升客户体验。天翼云中提供了丰富的CDN产品，其中全站加速CDN产品提供了安全可靠的传输保证，主要体现在（ ）。,"A,B,C",,1,设置IP黑白名单,https加密传输,私有传输协议,源站信息保护,
multiple,天翼云提供了多种关系型数据库以用于用户数据存放，下列说法中，描述了天翼云关系型数据库优势的是（ ）。,"A,B,C",,1,即开即用,稳定可靠,可弹性伸缩,使用复杂,
multiple,在天翼云中，弹性云主机Window和Linux实例登录的方式有很多，下列属于Windows实例登录方法的是（ ）。,"A,D",,1,VNC登录,SSH登录,密钥方式登录,MSTSC密码方式登录,
multiple,弹性伸缩服务AS在天翼云使用非常广泛，可以结合天翼云中其他相关产品提供可伸缩的服务访问。下列描述AS优势说法中正确的是（ ）。,"A,B,C",,1,自动替换不健康实例,适当伸缩实例，节省成本,适当增加实例，提高性能,一定要搭配弹性负载均衡才能使用,
multiple,在天翼云中弹性负载均衡需要配置监听器，配置监听器时四层负载均衡器前端协议可以配置的是（ ）。,"C,D",,1,HTTP,HTTPS,TCP,UDP,
multiple,应用层主要处理的是业务逻辑，有一个显著的特点就是应用的无状态性，下列关于天翼云应用层高可用设计中描述正确的是（ ）。,"A,B,C",,1,弹性云主机可在不同可用区中部署,弹性负载均衡会自动剔除不健康云主机，保证在健康主机上进行负载,弹性伸缩服务可以自动替换不健康实例,弹性伸缩服务必须结合弹性负载均衡才可以工作,
multiple,用户在使用天翼云服务时，天翼云上有多个区域和可用区供客户进行选择，下列描述区域和可用区关系正确的是（ ）。,"A,B,C,D",,1,选择最靠近客户的区域,天翼云产品搭建的高可用架构可支持多区域多可用区使用,同一个地域内的可用区之间使用低时延链路相连,资源创建成功后不能更换区域,
multiple,创建天翼云虚拟私有云VPC时，需要首先规划好私网网段。下面属于天翼云可用网段的是（ ）。,"A,B,D",,1,192.168.0.0/24,172.25.0.0/24,172.32.1.0/24,192.168.1.0/24,
multiple,灾备可以有效提高企业数据安全和业务的可靠性，下面属于天翼云中弹性云主机ECS灾备设计的是（ ）。,"A,B,C,D",,1,快照备份,快照回滚,镜像备份,镜像恢复,
multiple,云硬盘是天翼云中一种基于分布式架构的、可弹性扩展的虚拟块存储设备，适用于文件系统、数据库或者其他需要块存储设备的系统软件或应用，下列属于天翼云云硬盘可以选择的磁盘模式的是（ ）。,"A,D",,1,VBD,SATA,SAS,SCSI,
multiple,混合云架构在目前IT架构中使用越来越多，混合云的业务在使用过程中会面临大量的挑战，下列属于混合云业务面临的问题是（ ）。,"A,B,C,D",,1,建设成本高,运营成本高,不可持续性,多平台管理成本高,
multiple,在应用与数据库分离的企业IT架构中，常用的部署模式有如下哪几种？,"A,C",,1,2台云服务器（ECS）,3台云服务器（ECS）,1台云服务器（ECS）+1台云数据库（RDS）,1台云服务器（ECS）+2台云数据库（RDS）,
multiple,对比传统IT架构，使用了云上资源之后的架构具有如下哪些优势？,"A,B,C,D",,1,随需提供，按需购买,降低IT总投资成本、降低运维服务成本，延长IT设备资产的寿命,提高系统运行效率、资源效能、以及运维管理效率,提高数据存储的可靠性和系统运行的可靠性,提升系统安全性，降低安全风险
multiple,云服务器的基本构成主要包含了下列哪些内容？,"A,B,C,E",,1,云服务器,负载均衡,关系型数据库,防火墙,对象存储
multiple,对比线下资源和云上资源这两种类型的基础架构，最主要的区别在什么？,"A,B",,1,服务器,存储,网络设备,安全设备,
multiple,在天翼云弹性负载均衡CT-ELB中，对负载均衡器协议/端口进行配置时，如需要使用到下列哪些接口，则必须提前进行备案？,"A,B,C,D",,1,80,8080,443,8443,
multiple,天翼云CDN的相关产品与服务主要有什么？,"A,B,C,D",,1,下载加速,静态加速,视频直播加速,视频点播加速,网页加速
multiple,消息中间件实现了发布者和订阅者在下面哪些方面的解耦？,"A,B,C",,1,时间,空间,流程,结构,
multiple,在进行数据层高可用设计时，结构化数据高可用可以通过下列哪些天翼云服务来实现？,"A,B",,1,关系型数据库,分布式缓存服务,弹性伸缩服务,弹性负载均衡,
multiple,分布式消息服务可以实现下列哪些功能？,"A,B,C",,1,加快系统的响应速度,降低耦合性,实现数据缓存,降低系统安全风险,
multiple,在天翼云容灾备份架构中，业务系统和容灾系统产生的哪些数据，通过OOS跨区复制，可以完成主实例和容灾实例之间的数据同步？,"A,B,C,D",,1,配置信息,日志,快照,备份文件,
multiple,根据备份的内容可以将备份分为以下哪些？,"B,C,D",,1,增程备份,全量备份,增量备份,差异备份,
multiple,基于天翼云平台的容灾解决方案有下面哪些亮点？,"A,C,D",,1,多数据中心,安全,稳定,弹性,
multiple,天翼云关系型数据库的高可用性主要集中在下列哪几个方面？,"A,B,D",,1,RDS采用热备架构,支持自动备份和手动备份，并支持通过备份数据恢复实例,故障系统秒级自动切换,支持按备份集和指定时间点的恢复,
multiple,下列哪些功能是天翼云态势感知服务高级版的独有功能？,"A,B",,1,权威情报数据,权威安全预警,资产发现,资产管理,脆弱性检测
multiple,天翼云数据库复制服务中，实时迁移是指在数据库复制服务器能够同时连通源数据库和目标数据库的情况下，只需要配置下列哪些信息即可完成整个数据迁移过程？,"A,B,C",,1,迁移的源数据库实例,迁移的目标数据库实例,迁移对象,迁移路径,
multiple,迁移流程中的评估分析步骤中包含了哪些内容？,"A,B,C,D",,1,收集现网业务应用信息,盘点本地资源,梳理业务流程及依存关系,计划从何处向云上迁移,
multiple,在天翼云数据库复制的应用场景中，云上灾备中心场景建议搭配下列哪些云服务使用？,"A,B,D",,1,关系型数据库MySQL,云专线,关系型PostgreSQL,虚拟专业网络VPN,
multiple,天翼云混合云解决方案的应用场景包括哪些？,"A,B,C,D",,1,混合云管理,智能运维,业务按需部署,备份和容灾,
multiple,在天翼云在线教育解决方案中，在CT-ECS的WEB层使用了下列哪些服务？,"A,B",,1,OOS,云转码,关系型数据库RDS,CDN,云解析
multiple,紧耦合架构是模块或者系统之间关系太紧密，存在相互调用，在架构设计中存在紧耦合和松耦合这两种情况，下列属于紧耦合架构优点（）,"A,B,C,D",,1,能够快速的开发,开发周期短,架构简单,设计简单,
multiple,越来越多的企业意识到云计算架构的好处，开始将线下的环境进行上云的迁移，在上云迁移的过程中会遇到的问题包括（）,"A,B,C,D",,1,保持可接受的性能,合规性问题,安全问题,成本管理,
multiple,服务器迁移上云是上云迁移过程中非常重要的一个环节，为了更好地实施服务器迁移，需要对服务器迁移有XXX，下面属于服务器迁移模式的是（）,"A,C,D",,1,V2V,V2C,P2P,P2V,
multiple,天翼云通用场景安全服务解决方案，以云平台数据安全为核心，主要覆盖下列哪些基础领域？,"A,B,C,D,E",,1,网络,运维,数据,系统（主机）,应用
multiple,高可用架构在设计的过程中需要考虑各个方面的设计，主要包括：接入层、应用层、服务层、和数据层，其中应用层高可用设计原则主要包括（）,"A,B,C,D",,1,灰度设计,回滚设计,可以水平扩展,无状态设计,
multiple,IT基础设施层弹性设计，主要讲的是应用服务器集群的弹性设计。这个设计中，请求将会分发至负载均衡服务器，常见的负载均衡有（）,"A,B,C,D,E",,1,IP负载均衡,反向代理负载均衡,数据链路层负载均衡,DNS域名解析负载均衡,HTTP重定向负载均衡
multiple,"Anti-DDoS流量清洗（CT-AntiDDoS,Anti-DDoS）通过专业的DDoS防护设备来为用户互联网应用提供精细化的低于DDOS攻击能力，可以抵御的攻击主要有（）。","B,C,D",,1,FTP FLOOD攻击,SYN FLOOD攻击,UDP FLOOD攻击,CC攻击,
multiple,云计算架构目前在IT环境中使用越来越广泛，在企业环境下部署的优势主要有（）,"B,C,D",,1,降低使用成本的同时降低了效率,降低成本,随需提供，按需购买,提高可靠性,
multiple,用户在使用天翼云服务时，天翼云上有多个区域和可用区供客户进行选择，下列描述区域和可用区关系正确的是,"A,B,D",,1,资源创建成功后不能更换区域,同一个地域内的可用区之间使用低时延链路相连,每个可用区完全隔离,天翼云产品搭建的高可用架构可支持多区域多可用区使用,
multiple,天翼云Web应用防火墙WAF可以帮助用户应对Web应用攻击，确保Web安全。WAF支持Web服务器的网络协议是（）。,"A,C",,1,HTTPS,FTP,HTTP,SSH,
multiple,对象存储是天翼云为用户提供的一种海量、弹性、高可用、高性价比的存储服务，在对象存储中需要创建容器Bucket才可以存放对象数据，下列关于容器说法中正确的是（）。,"A,B,C",,1,创建Bucket的时候可以设置ACL，如果不设置默认是公共读,Bucket的名称要求全局唯一,用户可以创建多个容器，每个容器可以设置不同权限,Bucket创建成功后名称可以修改,
multiple,与传统IT架构相比，云上基础架构具有很多优点，下面关于这两种架构的描述中，正确的是（）,"A,B,C,D",,1,云上存储通过分布式技术解决存储空间浪费的问题,云上存储主要以软件定义存储为主,传统IT架构可靠性高、稳定好、功能丰富,传统IT架构数据中心管理和维护成本高,
multiple,在天翼云中，购买资源需要选择好区域和可用区。在选择区域和可用区时，下列说法中正确的是(),"B,C",,1,区域之间网络资源是隔离的，必须通过公网连接才能实现跨区域的通信,区域之间是通过天翼云内网进行互联,一个区域可以包含多个可用区,可用区是基于地理位置进行划分，不同可用区之间必须通过公网进行互联,
multiple,在IT架构中云计算有多种部署模式，其中需要用户拥有自己的机房和硬件设施的部署模式有,"A,B,C",,1,行业云,混合云,私有云,公有云,
multiple,在天翼云中，使用天翼云管理控制台进行天翼云产品的查看和管理，管理控制台可以管理的核心功能主要有(）,"B,C,D",,1,组合功能，实现更高级的功能,通过工单方式获得服务支持,管理云账号,管控天翼云产品,
multiple,天翼云管理控制台是统一查看和管理天翼云产品及服务的平台，管理控制台面向天翼云用户，进行配置操作可以使用的工具是（）,"A,B,C,D",,1,图形化界面,API,Cloud Shell命令行,SDK,
multiple,弹性负载均衡通过将访问流量自动分发到多台云主机，扩展应用系统对外的服务能力，实现更高水平的应用程序容错性能，评价弹性负载均衡的性能如何，通常考虑到的关键指标是（ ）。,"B,C,D",,1,每秒吞吐量,并发最大连接数,每秒新建连接数,每秒查询数,
multiple,弹性负载均衡通过将访问流量自动分发到多台云主机，扩展应用系统对外的服务能力，实现更高水平的应用程序容错性能，评价弹性负载均衡的性能如何，通常考虑到的关键指标是()。,"A,B,C,D",,1,每秒带宽,每秒新建连接数,每秒查询数,并发量大连接数,
multiple,服务器迁移适用于多种场景，可以很好地为政府、企业客户以最小化的成本投入实现最大价值，最有保证力度的迁移解决方案，服务器迁移主要场景包括（）。,"A,B,C,D",,1,快速上云,业务迁移,机房搬迁,信息化建设,
judgment,天翼云提供的分布式关系型数据库DRDS无法兼容MySOL协议。,B,,1,正确,错误,,,
judgment,服务器安全卫士，通过对主机信息和行为进行续监控和分析，快速准地发现安全厩胁和入侵事件，并提供灵活高效的问题解决能力,A,,1,正确,错误,,,
